0.01	0.047722839
0.011	0.04993642
0.012	0.052032715
0.013	0.054045752
0.014	0.055975014
0.015	0.057802881
0.016	0.059580655
0.017	0.06127379
0.018	0.062899213
0.02	0.06596368
0.0225	0.0694928
0.025	0.07269839
0.0275	0.075630889
0.03	0.07828995
0.0325	0.080709429
0.035	0.082888982
0.0375	0.084862636
0.04	0.086647665
0.045	0.089650638
0.05	0.091983233
0.055	0.093731124
0.06	0.094962715
0.065	0.095746753
0.07	0.096134799
0.08	0.095929194
0.09	0.094759235
0.1	0.092935064
0.11	0.090680683
0.12	0.088168481
0.13	0.08557093
0.14	0.082939627
0.15	0.080378092
0.16	0.077886202
0.17	0.075515693
0.18	0.073266494
0.2	0.069131787
0.225	0.064668713
0.25	0.060863185
0.275	0.057611285
0.3	0.054809149
0.325	0.052370288
0.35	0.050208234
0.375	0.048288334
0.4	0.046576009
0.45	0.043601156
0.5	0.041093358
0.55	0.038948836
0.6	0.037081085
0.65	0.035420907
0.7	0.03393374
0.8	0.031374502
0.9	0.029213121
1	0.027380348
1.1	0.025893337
1.2	0.024406555
1.3	0.023161779
1.4	0.022089881
1.5	0.021104467
1.6	0.020240063
1.7	0.01944483
1.8	0.01871876
2	0.017439516
2.25	0.016103251
2.5	0.014983096
2.75	0.014028907
3	0.013204375
3.25	0.012481842
3.5	0.011844016
3.75	0.011277065
4	0.010767161
4.5	0.009890828
5	0.009159698
5.5	0.008540925
6	0.008008579
6.5	0.007547101
7	0.007140935
8	0.006458238
9	0.005906902
10	0.005450629
